campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,start_month,start_year,start_day,is_weekend,is_peak_hour,revenue_per_click,profit_per_impression,spend_per_impression,click_to_conversion,ctr_quality_ratio,session_quality_score,engagement_score,high_performer,roas_tier
CAMP_04625,Engagement,Facebook,Feed,Mobile,macOS,Carousel,728x90,Medium,True,Joy,6,25-34,All,Students,$50K-$100K,Low,False,2025-01-03,1,Friday,13,6,8,1.44,8427,342,1,492.48,694.6,60.19,67,2.08,Healthcare,Low,4.058,1.44,0.292,492.48,1.41,202.12,1,2025,3,0,0,2.025072886297376,0.023981964878974846,0.05843379212149977,0.0029154518950437317,0.4508888888888889,2.3226666666666667,0.3099420519773267,0,Medium
CAMP_04626,Conversions,Facebook,Feed,Desktop,iOS,Video,728x90,Short,False,Curiosity,57,25-34,Female,Business Professionals,<$50K,Low,False,2024-11-06,4,Wednesday,7,50,5,2.47,21652,727,14,1795.69,2879.39,70.68,92,2.81,Education,Low,3.358,2.47,1.926,128.26,1.6,1083.7,11,2024,6,0,0,3.9552060439560437,0.05004849212580243,0.08293030988777537,0.019230769230769232,0.5596666666666666,4.308666666666667,0.23637908753968234,0,Medium
CAMP_04627,Lead Generation,Facebook,Stories,Mobile,iOS,Image,728x90,Short,True,Neutral,72,25-34,Female,Business Professionals,$50K-$100K,Medium,False,2025-05-25,2,Sunday,12,60,7,1.86,55787,597,4,1110.42,1439.02,63.41,125,1.66,Education,Medium,1.07,1.86,0.67,277.6,1.3,328.6,5,2025,25,1,0,2.406387959866221,0.00589015558901556,0.01990428049042805,0.006688963210702341,0.13375,3.4583333333333335,0.1787423285978625,0,Medium
CAMP_04628,Lead Generation,Google Ads,Feed,Mobile,Android,Interactive,1920x1080,Short,True,Curiosity,33,25-34,All,Business Professionals,>$200K,Low,False,2025-05-17,2,Saturday,4,11,9,2.58,46488,1785,16,4605.3,20570.43,65.23,34,1.17,Healthcare,High,3.84,2.58,0.896,287.83,4.47,15965.13,5,2025,17,1,0,11.517597984322508,0.34341736754931274,0.09906214373292607,0.008958566629339306,0.384,0.6629999999999999,0.33238969304324206,1,Medium
CAMP_04629,Conversions,LinkedIn,In-Stream Video,Mobile,Android,Text,300x250,Medium,True,Urgency,66,18-24,Female,Shoppers,$50K-$100K,Low,False,2024-06-02,2,Sunday,19,73,5,3.49,5000,46,0,160.54,0.0,71.74,115,3.09,Gaming,Low,0.92,3.49,0.0,0.0,0.0,-160.54,6,2024,2,1,1,0.0,-0.032101579684063186,0.032101579684063186,0.0,0.15333333333333335,5.9225,0.12002812939521801,0,Low
CAMP_04630,Lead Generation,Google Ads,Feed,Desktop,Android,Carousel,320x50,Short,True,Joy,56,45-54,Male,Students,$100K-$200K,Medium,True,2025-04-21,2,Monday,11,82,8,2.56,28580,816,71,2088.96,14143.67,55.65,82,2.18,E-commerce,Medium,2.855,2.56,8.701,29.42,6.77,12054.71,4,2025,21,0,0,17.311713586291308,0.4217735558587873,0.07308911514642595,0.08690330477356181,0.31722222222222224,2.979333333333334,0.3673663845460924,1,Medium
CAMP_04631,Brand Awareness,Twitter,Stories,Desktop,Other,Video,1920x1080,Short,True,Trust,67,45-54,All,Shoppers,$100K-$200K,Low,False,2025-03-24,1,Monday,5,84,5,1.88,11607,141,0,265.08,0.0,54.97,103,2.27,E-commerce,Low,1.215,1.88,0.0,0.0,0.0,-265.08,3,2025,24,0,0,0.0,-0.022835975189524464,0.022835975189524464,0.0,0.2025,3.896833333333333,0.13123066104078762,0,Low
CAMP_04632,Lead Generation,TikTok,In-Stream Video,Mobile,Windows,Image,1200x628,Medium,True,Neutral,2,55-64,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-12-02,4,Tuesday,22,67,6,1.23,20134,677,13,832.71,5760.73,53.31,91,2.22,E-commerce,Medium,3.362,1.23,1.92,64.05,6.92,4928.02,12,2025,2,0,0,8.49665191740413,0.24474894462378943,0.041356344673454185,0.019174041297935103,0.4802857142857143,3.367,0.2608646683770586,1,Medium
CAMP_04633,Conversions,Google Ads,Stories,Tablet,macOS,Video,1080x1080,Medium,True,Urgency,74,18-24,All,Business Professionals,$100K-$200K,High,True,2024-01-17,1,Wednesday,6,26,6,1.98,112880,3150,787,6237.0,583846.4,18.47,160,5.8,Healthcare,Medium,2.791,1.98,24.984,7.93,93.61,577609.4,1,2024,17,0,0,185.28924151063154,5.1169762847600575,0.055252876923485794,0.24976198032370675,0.3987142857142857,15.466666666666665,0.5515288490886521,1,High
CAMP_04634,App Installs,LinkedIn,Feed,Tablet,Android,Carousel,1080x1080,Short,True,Fear,69,35-44,Male,Tech Enthusiasts,$50K-$100K,Low,False,2024-02-06,1,Tuesday,8,44,3,4.51,24924,352,17,1587.52,5086.95,52.46,209,2.39,Education,Medium,1.412,4.51,4.83,93.38,3.2,3499.43,2,2024,6,0,1,14.410623229461756,0.14039839518555666,0.06369187562688064,0.04815864022662889,0.353,8.325166666666668,0.15354058858147437,0,Medium
CAMP_04635,Brand Awareness,LinkedIn,Feed,Mobile,iOS,Carousel,1920x1080,Medium,True,Joy,46,18-24,Female,Tech Enthusiasts,<$50K,Medium,True,2025-03-08,1,Saturday,21,5,7,8.65,12637,124,0,1072.6,0.0,50.87,65,1.69,SaaS,Low,0.981,8.65,0.0,0.0,0.0,-1072.6,3,2025,8,1,1,0.0,-0.0848710238961861,0.0848710238961861,0.0,0.122625,1.830833333333333,0.16678902953586497,0,Low
CAMP_04636,Engagement,Google Ads,Stories,Mobile,Windows,Image,728x90,Medium,True,Urgency,33,35-44,Male,Shoppers,$50K-$100K,Low,False,2025-01-01,1,Wednesday,16,16,7,1.47,64608,1516,20,2228.52,13793.01,87.92,79,2.9,Healthcare,Low,2.346,1.47,1.319,111.43,6.19,11564.49,1,2025,1,0,0,9.092294001318391,0.17899193610797257,0.03449240817842716,0.013183915622940013,0.29325,3.8183333333333334,0.2369930020218183,1,Medium
CAMP_04637,Lead Generation,Google Ads,Feed,Desktop,macOS,Video,1080x1080,Medium,True,Urgency,47,18-24,Female,Shoppers,$50K-$100K,High,False,2024-09-21,3,Saturday,18,79,7,6.22,108705,1963,165,12209.86,79404.0,18.38,109,5.19,SaaS,High,1.806,6.22,8.406,74.0,6.5,67194.14,9,2024,21,1,0,40.42973523421588,0.6181272422865343,0.11232001913417843,0.0840122199592668,0.22575,9.428500000000001,0.30165790459268804,0,Medium
CAMP_04638,Conversions,Facebook,Stories,Mobile,Android,Carousel,300x250,Short,True,Joy,58,25-34,All,Gamers,$50K-$100K,High,False,2025-02-07,1,Friday,5,60,8,1.36,121559,3008,91,4090.88,19827.11,32.68,93,3.72,SaaS,High,2.475,1.36,3.025,44.95,4.85,15736.23,2,2025,7,0,0,6.589268860086408,0.12945236920039485,0.033653175386640345,0.030242605516782983,0.275,5.766000000000001,0.2840359892031149,1,Medium
CAMP_04639,Conversions,LinkedIn,Display Network,Desktop,macOS,Text,300x250,Short,False,Urgency,86,25-34,Female,Business Professionals,$50K-$100K,High,False,2025-05-25,2,Sunday,8,74,4,6.18,13421,73,2,451.14,440.72,27.64,153,4.96,Education,Medium,0.544,6.18,2.74,225.57,0.98,-10.42,5,2025,25,1,1,5.955675675675676,-0.0007763373565787513,0.03361198033080018,0.02702702702702703,0.10880000000000001,12.648,0.11680964245420171,0,Low
CAMP_04640,Conversions,LinkedIn,In-Stream Video,Mobile,Other,Image,1920x1080,Medium,True,Neutral,68,25-34,Female,Health & Fitness,<$50K,High,False,2025-10-15,4,Wednesday,12,89,5,5.21,157289,3296,328,17172.16,68194.63,47.21,79,3.6,E-commerce,Medium,2.096,5.21,9.951,52.35,3.97,51022.47,10,2025,15,0,0,20.683842887473464,0.32438470341407594,0.10917515417381905,0.0994843797391568,0.34933333333333333,4.74,0.2857277436582587,1,Medium
CAMP_04641,Engagement,Facebook,Feed,Tablet,Android,Carousel,1920x1080,Short,True,Fear,19,25-34,Male,Tech Enthusiasts,>$200K,Medium,False,2025-09-17,3,Wednesday,18,31,5,1.31,15845,372,6,487.32,7790.6,30.38,135,2.83,SaaS,Low,2.348,1.31,1.613,81.22,15.99,7303.28,9,2025,17,0,0,20.88632707774799,0.46089107661239426,0.030753502461188943,0.0160857908847185,0.3913333333333333,6.3675,0.20017466988310395,1,High
CAMP_04642,Lead Generation,TikTok,Feed,Mobile,iOS,Video,1080x1080,Short,True,Curiosity,74,18-24,Female,Students,$50K-$100K,Low,True,2025-10-08,4,Wednesday,21,53,6,2.06,163463,13077,356,26938.62,47160.85,69.95,54,3.04,E-commerce,High,8.0,2.06,2.722,75.67,1.75,20222.23,10,2025,8,0,1,3.6061209665086404,0.12371060294621446,0.1647984877404199,0.027221287658663405,1.1428571428571428,2.736,0.4444933544930113,0,Medium
CAMP_04643,App Installs,TikTok,Feed,Mobile,Android,Carousel,300x250,Medium,False,Urgency,3,18-24,Female,Business Professionals,<$50K,Low,True,2024-10-19,4,Saturday,4,59,5,2.2,75450,1800,18,3960.0,9862.68,58.49,27,1.95,Healthcare,Medium,2.386,2.2,1.0,220.0,2.49,5902.68,10,2024,19,1,0,5.476224319822321,0.07823196511643318,0.052484393845011995,0.009994447529150472,0.39766666666666667,0.8775,0.18872097319741404,0,Medium
CAMP_04644,Brand Awareness,LinkedIn,Search,Mobile,Other,Image,1920x1080,Short,False,Trust,8,45-54,All,Business Professionals,<$50K,High,False,2024-10-29,4,Tuesday,4,38,5,3.2,41173,677,9,2166.4,2609.2,40.48,47,4.98,SaaS,High,1.644,3.2,1.329,240.71,1.2,442.8,10,2024,29,0,0,3.8483775811209435,0.010754359547287123,0.05261572837227377,0.01327433628318584,0.27399999999999997,3.9010000000000002,0.1639623100288827,0,Medium
CAMP_04645,Conversions,TikTok,Stories,Tablet,Android,Image,1920x1080,Short,True,Neutral,82,55-64,Male,Shoppers,$50K-$100K,Low,False,2024-02-17,1,Saturday,6,3,4,0.85,48459,220,2,187.0,296.6,57.08,152,2.17,E-commerce,Low,0.454,0.85,0.909,93.5,1.59,109.6,2,2024,17,1,0,1.342081447963801,0.002261659100288898,0.0038588526619892697,0.00904977375565611,0.0908,5.497333333333333,0.0916702800569053,0,Medium
CAMP_04646,Conversions,Facebook,Display Network,Desktop,Windows,Carousel,1200x628,Medium,True,Urgency,2,55-64,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2025-02-27,1,Thursday,12,80,8,2.19,37736,932,39,2041.08,6676.24,25.1,70,4.28,Gaming,Medium,2.47,2.19,4.185,52.34,3.27,4635.16,2,2025,27,0,0,7.15566988210075,0.12282799374619073,0.0540869703474044,0.04180064308681672,0.2744444444444445,4.993333333333334,0.29711764461773493,1,Medium
CAMP_04647,Conversions,Twitter,Search,Mobile,Windows,Image,728x90,Medium,True,Fear,74,35-44,All,Business Professionals,<$50K,Medium,False,2024-07-13,3,Saturday,17,42,4,1.41,110114,321,3,452.61,2195.67,54.89,142,2.63,Finance,Medium,0.292,1.41,0.935,150.87,4.85,1743.06,7,2024,13,1,0,6.8188509316770185,0.015829451028470234,0.004110339190845934,0.009316770186335404,0.058399999999999994,6.224333333333333,0.08716836613701087,0,Medium
CAMP_04648,Lead Generation,LinkedIn,Feed,Desktop,iOS,Image,300x250,Medium,True,Curiosity,84,18-24,Female,Business Professionals,$100K-$200K,High,False,2024-03-20,1,Wednesday,1,26,4,11.78,79481,1073,184,12639.94,48653.48,14.61,197,4.44,E-commerce,Medium,1.35,11.78,17.148,68.7,3.85,36013.54,3,2024,20,0,0,45.301191806331474,0.45310309252409353,0.1590289625323973,0.1713221601489758,0.27,14.578000000000001,0.321491156537227,0,Medium
CAMP_04649,App Installs,Twitter,Search,Mobile,Windows,Video,300x250,Long,True,Joy,7,35-44,All,Business Professionals,<$50K,Low,True,2024-10-15,4,Tuesday,19,23,7,0.76,111447,5480,206,4164.8,100392.04,71.11,47,1.68,Finance,Low,4.917,0.76,3.759,20.22,24.1,96227.24,10,2024,15,0,1,18.316372924648785,0.8634272485822985,0.037369894479936834,0.03758438241196862,0.614625,1.3159999999999998,0.37125662139698556,1,High
CAMP_04650,Brand Awareness,Facebook,Feed,Desktop,Android,Video,1080x1080,Short,True,Neutral,89,18-24,Male,Health & Fitness,$100K-$200K,Medium,True,2025-08-30,3,Saturday,0,37,5,0.55,95676,4264,274,2345.2,131569.83,46.51,120,1.68,E-commerce,Medium,4.457,0.55,6.426,8.56,56.1,129224.63,8,2025,30,1,0,30.848729191090268,1.3506342172099879,0.024511638115743594,0.06424384525205158,0.7428333333333333,3.36,0.35448141579119485,1,High
CAMP_04651,Brand Awareness,Google Ads,Feed,Desktop,macOS,Story,300x250,Medium,True,Fear,14,35-44,Male,Business Professionals,$100K-$200K,Low,False,2025-09-08,3,Monday,1,32,5,4.86,96817,3260,146,15843.6,46118.07,56.17,111,2.92,Education,Medium,3.367,4.86,4.479,108.52,2.91,30274.47,9,2025,8,0,0,14.142309107635695,0.31269464355801607,0.16364312421243984,0.044771542471634465,0.5611666666666667,5.402,0.2678945161660321,0,Medium
CAMP_04652,Conversions,Facebook,Feed,Mobile,Windows,Image,1200x628,Medium,True,Joy,74,45-54,Female,Business Professionals,$100K-$200K,High,True,2026-01-02,1,Friday,0,41,4,1.55,38588,323,23,500.65,9306.82,30.55,159,3.98,Education,Medium,0.837,1.55,7.121,21.77,18.59,8806.17,1,2026,2,0,0,28.724753086419753,0.2282041514421208,0.012973904480551452,0.07098765432098765,0.1674,10.546999999999999,0.1877358052785477,0,High
CAMP_04653,Lead Generation,Facebook,Feed,Desktop,macOS,Video,320x50,Long,True,Neutral,14,25-34,Female,Students,$100K-$200K,Medium,False,2024-01-13,1,Saturday,18,65,7,1.4,6454,357,19,499.8,13110.51,53.71,144,2.17,Healthcare,Low,5.531,1.4,5.322,26.31,26.23,12610.71,1,2024,13,1,0,36.621536312849166,1.9536343919442292,0.077428350116189,0.05307262569832402,0.691375,5.207999999999999,0.4142032818951581,1,High
CAMP_04654,Conversions,LinkedIn,Search,Desktop,iOS,Interactive,1080x1080,Short,True,Curiosity,33,55-64,Male,Students,<$50K,Medium,True,2024-11-24,4,Sunday,4,29,7,10.43,169257,3209,381,33469.87,111084.07,34.63,74,3.09,SaaS,High,1.896,10.43,11.873,87.85,3.32,77614.2,11,2024,24,1,0,34.6056292834891,0.4585555778751964,0.19774468562785807,0.11869158878504672,0.237,3.811,0.34537447528056514,0,Medium
CAMP_04655,Lead Generation,Facebook,Search,Mobile,iOS,Video,1080x1080,Medium,False,Joy,73,25-34,Female,Business Professionals,$100K-$200K,Low,True,2024-05-03,2,Friday,19,16,5,2.03,146512,4185,96,8495.55,58811.8,69.76,83,1.41,Finance,Medium,2.856,2.03,2.294,88.5,6.92,50316.25,5,2024,3,0,1,14.049641662685142,0.3434251568120235,0.05798495696627602,0.022933588150979456,0.476,1.9505,0.22391525628141862,1,Medium
CAMP_04656,Brand Awareness,Twitter,Feed,Mobile,macOS,Image,1200x628,Long,True,Curiosity,19,25-34,Male,Business Professionals,$100K-$200K,Low,False,2025-07-12,3,Saturday,4,42,7,2.22,500000,7899,26,17535.78,9397.55,78.77,25,3.1,Healthcare,High,1.58,2.22,0.329,674.45,0.54,-8138.23,7,2025,12,1,0,1.1895632911392404,-0.016276427447145105,0.035071489857020285,0.003291139240506329,0.1975,1.2916666666666667,0.1937054943653179,0,Low
CAMP_04657,Conversions,LinkedIn,Sidebar,Desktop,Android,Video,1080x1080,Long,True,Fear,21,35-44,Female,Tech Enthusiasts,<$50K,High,False,2024-11-18,4,Monday,11,87,5,10.52,25576,1772,176,18641.44,65574.6,35.74,96,3.92,SaaS,Medium,6.928,10.52,9.932,105.92,3.52,46933.16,11,2024,18,0,0,36.98510998307953,1.8349751730069985,0.7288360636509363,0.09926677946982515,1.1546666666666667,6.272,0.4688087233889889,1,Medium
CAMP_04658,Lead Generation,LinkedIn,Stories,Mobile,iOS,Story,300x250,Short,True,Joy,54,45-54,Male,Health & Fitness,>$200K,Medium,False,2026-01-20,1,Tuesday,21,24,6,3.47,5000,73,1,253.31,715.37,70.71,38,2.59,SaaS,Medium,1.46,3.47,1.37,253.31,2.82,462.06,1,2026,20,0,1,9.667162162162162,0.09239352129574085,0.050651869626074784,0.013513513513513514,0.20857142857142857,1.6403333333333332,0.18035407863819786,0,Medium
CAMP_04659,Brand Awareness,Google Ads,Feed,Mobile,iOS,Image,1080x1080,Long,True,Joy,60,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,True,2024-01-14,1,Sunday,3,76,6,3.2,202383,3775,53,12080.0,22597.46,65.87,158,1.93,E-commerce,High,1.865,3.2,1.404,227.92,1.87,10517.46,1,2024,14,1,0,5.984496822033898,0.051967843307771364,0.059688512925923,0.014036016949152543,0.2664285714285714,5.082333333333333,0.19575192192346647,0,Medium
CAMP_04660,Conversions,Instagram,Feed,Mobile,Android,Carousel,728x90,Medium,False,Fear,31,18-24,Male,Business Professionals,$50K-$100K,High,False,2024-12-25,4,Wednesday,16,20,5,3.11,370240,10328,354,32120.08,241462.47,42.28,147,4.03,Healthcare,High,2.79,3.11,3.428,90.73,7.52,209342.39,12,2024,25,0,0,23.377139122857972,0.5654219548888427,0.08675451935361023,0.03427243682834737,0.465,9.873500000000002,0.235263182041289,1,Medium
CAMP_04661,Lead Generation,Twitter,Search,Mobile,iOS,Image,1080x1080,Medium,False,Urgency,3,35-44,All,Business Professionals,$50K-$100K,Medium,False,2024-07-26,3,Friday,0,53,3,2.6,105875,729,5,1895.4,1828.6,77.88,47,2.23,Healthcare,Medium,0.689,2.6,0.686,379.08,0.96,-66.8,7,2024,26,0,0,2.504931506849315,-0.0006309267444935585,0.017902074124447467,0.00684931506849315,0.17225,1.7468333333333332,0.07543754085011038,0,Low
CAMP_04662,Conversions,TikTok,Sidebar,Desktop,Windows,Video,300x250,Long,True,Urgency,68,35-44,Male,Shoppers,$100K-$200K,Low,False,2024-01-05,1,Friday,10,83,3,2.36,31830,314,3,741.04,1421.28,61.94,76,1.04,E-commerce,Low,0.986,2.36,0.955,247.01,1.92,680.24,1,2024,5,0,1,4.512,0.02137036222550344,0.023280449875907133,0.009523809523809525,0.2465,1.3173333333333332,0.09033802966083962,0,Medium
CAMP_04663,Lead Generation,Facebook,Search,Mobile,Windows,Image,1080x1080,Short,False,Trust,32,18-24,Female,Tech Enthusiasts,$100K-$200K,High,False,2024-10-02,4,Wednesday,12,1,6,3.34,50123,1854,47,6192.36,47813.11,35.12,106,4.22,Finance,Medium,3.699,3.34,2.535,131.75,7.72,41620.75,10,2024,2,0,0,25.775261455525605,0.8303557178198069,0.12354081876945175,0.025336927223719677,0.5284285714285714,7.455333333333333,0.2813704765632148,1,Medium
CAMP_04664,Conversions,Facebook,In-Stream Video,Desktop,Android,Image,1080x1080,Short,False,Trust,47,25-34,All,Business Professionals,$50K-$100K,Low,True,2024-01-17,1,Wednesday,16,8,6,1.28,13440,285,17,364.8,7645.6,58.91,133,3.59,SaaS,Medium,2.121,1.28,5.965,21.46,20.96,7280.8,1,2024,17,0,0,26.732867132867135,0.5416858864667807,0.027140837735287554,0.05944055944055944,0.303,7.957833333333333,0.26804045014536604,1,High
CAMP_04665,Conversions,Google Ads,Stories,Desktop,macOS,Story,300x250,Short,True,Trust,51,18-24,All,Students,$100K-$200K,High,False,2024-10-27,4,Sunday,4,38,8,2.61,47018,1614,166,4212.54,87071.53,34.69,122,5.39,SaaS,High,3.433,2.61,10.285,25.38,20.67,82858.99,10,2024,27,1,0,53.91426006191951,1.7622448371934751,0.08959229247750909,0.10278637770897833,0.3814444444444444,10.959666666666665,0.4140286562109364,1,High
CAMP_04666,Conversions,Facebook,Stories,Mobile,iOS,Text,1080x1080,Long,False,Joy,77,35-44,Male,Health & Fitness,$100K-$200K,Low,False,2025-12-19,4,Friday,18,61,4,2.49,55618,524,6,1304.76,2832.14,81.81,75,3.79,Finance,Medium,0.942,2.49,1.145,217.46,2.17,1527.38,12,2025,19,0,0,5.394552380952381,0.02746147899099229,0.02345888994767975,0.011428571428571429,0.18839999999999998,4.7375,0.1132719720045268,0,Medium
CAMP_04667,Brand Awareness,Google Ads,Stories,Mobile,Android,Text,1080x1080,Short,False,Fear,82,35-44,Female,Health & Fitness,$50K-$100K,Low,False,2025-12-04,4,Thursday,10,43,3,4.1,46141,311,1,1275.1,651.03,80.16,52,1.11,Finance,Medium,0.674,4.1,0.322,1275.1,0.51,-624.07,12,2025,4,0,1,2.0866346153846154,-0.013524988080273938,0.027634259459928045,0.003205128205128205,0.1685,0.9620000000000001,0.07031522944160004,0,Low
CAMP_04668,Conversions,LinkedIn,Search,Mobile,iOS,Image,1080x1080,Medium,True,Trust,74,55-64,Male,Tech Enthusiasts,$50K-$100K,Medium,True,2025-07-09,3,Wednesday,21,72,7,3.59,16488,186,3,667.74,962.09,68.23,30,1.32,Healthcare,Medium,1.128,3.59,1.613,222.58,1.44,294.35,7,2025,9,0,1,5.144866310160428,0.01785129480259567,0.04049608830129177,0.016042780748663103,0.141,0.66,0.19231831971398414,0,Medium
CAMP_04669,Conversions,LinkedIn,Stories,Mobile,macOS,Image,1080x1080,Medium,False,Joy,17,35-44,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-05-18,2,Saturday,2,20,4,13.12,40212,234,1,3070.08,194.3,57.47,52,1.48,SaaS,Medium,0.582,13.12,0.427,3070.08,0.06,-2875.78,5,2024,18,1,0,0.826808510638298,-0.07151368960286475,0.0763454604232462,0.00425531914893617,0.11639999999999999,1.2826666666666666,0.09011908962240053,0,Low
CAMP_04670,Conversions,Facebook,Display Network,Tablet,macOS,Image,1200x628,Short,False,Joy,24,25-34,Female,Business Professionals,$50K-$100K,Medium,True,2025-08-02,3,Saturday,18,50,7,2.83,33467,345,8,976.35,2240.13,25.28,36,4.38,SaaS,Medium,1.031,2.83,2.319,122.04,2.29,1263.78,8,2025,2,1,0,6.474364161849711,0.037760846181427034,0.029172642524202225,0.023121387283236993,0.128875,2.6279999999999997,0.19745563648139536,0,Medium
CAMP_04671,Lead Generation,Facebook,Feed,Desktop,Android,Image,1920x1080,Short,False,Trust,83,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-09-17,3,Wednesday,8,58,4,3.5,11875,103,2,360.5,412.89,45.76,167,2.18,E-commerce,Medium,0.867,3.5,1.942,180.25,1.15,52.39,9,2025,17,0,1,3.970096153846154,0.004411417985853823,0.030355338497810712,0.019230769230769232,0.1734,6.067666666666667,0.11956923745325357,0,Low
CAMP_04672,App Installs,Twitter,Stories,Desktop,Android,Carousel,320x50,Short,True,Urgency,52,25-34,Male,Business Professionals,<$50K,High,False,2024-12-14,4,Saturday,9,18,5,1.02,8675,606,151,618.12,13294.77,21.08,148,6.08,E-commerce,Low,6.986,1.02,24.917,4.09,21.51,12676.65,12,2024,14,1,1,21.902421746293246,1.4611168741355463,0.0712448132780083,0.2487644151565074,1.1643333333333332,14.997333333333334,0.6582147970004932,1,High
CAMP_04673,Conversions,Google Ads,Stories,Mobile,Android,Text,1920x1080,Short,True,Joy,63,18-24,Male,Health & Fitness,>$200K,Medium,False,2024-10-05,4,Saturday,23,85,5,2.01,37079,336,6,675.36,3932.17,53.73,47,2.57,Healthcare,Medium,0.906,2.01,1.786,112.56,5.82,3256.81,10,2024,5,1,0,11.668160237388724,0.08783198489751888,0.01821359223300971,0.017804154302670624,0.151,2.0131666666666663,0.14331715610140322,0,Medium
CAMP_04674,Brand Awareness,TikTok,Search,Desktop,macOS,Text,1080x1080,Long,False,Curiosity,33,55-64,Male,Shoppers,$50K-$100K,Low,True,2025-05-22,2,Thursday,3,21,7,1.19,49611,562,6,668.78,2982.48,63.84,18,3.23,Healthcare,Low,1.133,1.19,1.068,111.46,4.46,2313.7,5,2025,22,0,0,5.297477797513322,0.046635894541643144,0.013480206401677013,0.010657193605683837,0.141625,0.969,0.1872076759964707,0,Medium
CAMP_04675,Lead Generation,Google Ads,Feed,Mobile,Windows,Video,300x250,Long,True,Curiosity,6,35-44,Female,Tech Enthusiasts,$50K-$100K,High,False,2024-09-23,3,Monday,17,85,7,2.37,290634,8438,429,19998.06,54447.11,13.39,200,5.55,E-commerce,Medium,2.903,2.37,5.084,46.62,2.72,34449.05,9,2024,23,0,0,6.451843820357863,0.11853028712990522,0.06880816143960639,0.05083540703874867,0.362875,18.5,0.3019007267358847,0,Medium
CAMP_04676,App Installs,Google Ads,Stories,Mobile,macOS,Carousel,1080x1080,Long,True,Neutral,54,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-02-02,1,Sunday,18,73,4,4.76,122693,702,5,3341.52,4288.47,64.19,100,4.06,Finance,Medium,0.572,4.76,0.712,668.3,1.28,946.95,2,2025,2,1,0,6.100241820768137,0.0077179813193799214,0.027234583598219963,0.007112375533428165,0.11439999999999999,6.766666666666667,0.09366006103033939,0,Medium
CAMP_04677,Brand Awareness,Google Ads,Stories,Mobile,iOS,Image,300x250,Short,False,Urgency,52,35-44,Female,Business Professionals,>$200K,Medium,False,2024-06-26,2,Wednesday,14,78,4,4.99,25109,146,0,728.54,0.0,66.5,57,1.32,E-commerce,Low,0.581,4.99,0.0,0.0,0.0,-728.54,6,2024,26,0,0,0.0,-0.02901393866985265,0.02901393866985265,0.0,0.1162,1.254,0.08493248945147679,0,Low
CAMP_04678,Engagement,TikTok,Search,Mobile,Android,Image,1080x1080,Medium,True,Fear,40,25-34,All,Tech Enthusiasts,>$200K,Low,False,2024-12-14,4,Saturday,23,30,5,0.86,30596,488,1,419.68,1063.74,87.89,10,1.81,SaaS,Low,1.595,0.86,0.205,419.68,2.53,644.06,12,2024,14,1,0,2.1753374233128833,0.021049776121842008,0.013716377422623133,0.002044989775051125,0.2658333333333333,0.30166666666666664,0.14915941550545603,0,Medium
CAMP_04679,Conversions,Facebook,Display Network,Mobile,Windows,Image,300x250,Long,True,Urgency,49,25-34,Female,Business Professionals,>$200K,Low,True,2024-11-14,4,Thursday,23,64,7,0.77,63762,2208,31,1700.16,35916.29,66.52,28,1.0,SaaS,Low,3.463,0.77,1.404,54.84,21.13,34216.13,11,2024,14,0,0,16.25907197827071,0.5366141806376739,0.026663739159073444,0.01403349932095971,0.432875,0.4666666666666667,0.2865624698982856,1,High
CAMP_04680,Conversions,Twitter,Search,Mobile,macOS,Interactive,320x50,Long,True,Fear,36,35-44,Male,Students,$50K-$100K,Medium,True,2025-08-23,3,Saturday,21,86,7,2.2,5000,49,0,107.8,0.0,57.1,99,1.61,Finance,Low,0.98,2.2,0.0,0.0,0.0,-107.8,8,2025,23,1,1,0.0,-0.021555688862227553,0.021555688862227553,0.0,0.1225,2.6565,0.16675105485232067,0,Low
CAMP_04681,Lead Generation,Facebook,Feed,Desktop,Android,Image,1200x628,Short,True,Neutral,19,45-54,Female,Business Professionals,$50K-$100K,Low,False,2024-01-25,1,Thursday,15,34,8,0.62,143227,8092,266,5017.04,203970.73,63.83,27,2.44,Finance,High,5.65,0.62,3.287,18.86,40.66,198953.69,1,2024,25,0,0,25.203352279747932,1.3890698047867736,0.035028346412712595,0.03286791053997282,0.6277777777777778,1.098,0.42244692117390725,1,High
